0,BCH/USDT
1,ETH/USDT
2,ETC/USDT
3,LTC/USDT
4,EOS/USDT
5,ADA/USDT
6,XRP/USDT
7,OMG/USDT
8,DASH/USDT
9,IOTA/USDT
10,ZEC/USDT
11,STEEM/USDT
12,HB10/USDT
13,HT/USDT
14,IOST/USDT
15,ONT/USDT
16,ZIL/USDT
17,BIX/USDT
18,ELF/USDT
19,TRX/USDT
20,BTM/USDT
21,VEN/USDT
22,SOC/USDT
23,DTA/USDT
24,HSR/USDT
25,ACT/USDT
26,THETA/USDT
27,WICC/USDT
28,ELA/USDT
29,RUFF/USDT
30,LET/USDT
31,QTUM/USDT
32,NAS/USDT
33,NEO/USDT
34,CTXC/USDT
35,OCN/USDT
36,BTS/USDT
37,ITC/USDT
38,CMT/USDT
39,STORJ/USDT
40,MDS/USDT
41,CVC/USDT
42,SNT/USDT
43,GNT/USDT
44,SMT/USDT
45,XEM/USDT
46,ETH/BTC
47,LTC/BTC
48,ETC/BTC
49,EOS/BTC
50,ADA/BTC
51,XRP/BTC
52,IOTA/BTC
53,ZEC/BTC
54,OMG/BTC
55,DASH/BTC
56,STEEM/BTC
57,XMR/BTC
58,XVG/BTC
59,PAI/BTC
60,BIX/BTC
61,HSR/BTC
62,IOST/BTC
63,HT/BTC
64,BOX/BTC
65,GXS/BTC
66,ZIL/BTC
67,ONT/BTC
68,PAY/BTC
69,EDU/BTC
70,VEN/BTC
71,ELA/BTC
72,TRX/BTC
73,OCN/BTC
74,BLZ/BTC
75,SOC/BTC
76,ELF/BTC
77,WICC/BTC
78,STK/BTC
79,LBA/BTC
80,GAS/BTC
81,XLM/BTC
82,DTA/BTC
83,ACT/BTC
84,BTM/BTC
85,THETA/BTC
86,DGB/BTC
87,ADX/BTC
88,MANA/BTC
89,BFT/BTC
90,YEE/BTC
91,MTX/BTC
92,BAT/BTC
93,NEO/BTC
94,NAS/BTC
95,ZRX/BTC
96,SNC/BTC
97,KAN/BTC
98,SWFTC/BTC
99,WAX/BTC
100,LINK/BTC
101,QTUM/BTC
102,GNX/BTC
103,ABT/BTC
104,ZLA/BTC
105,CTXC/BTC
106,CMT/BTC
107,EKO/BTC
108,AIDOC/BTC
109,DBC/BTC
110,LET/BTC
111,EVX/BTC
112,ICX/BTC
113,CHAT/BTC
114,RUFF/BTC
115,BTS/BTC
116,MEET/BTC
117,POLY/BTC
118,WPR/BTC
119,PROPY/BTC
120,REQ/BTC
121,ITC/BTC
122,TNB/BTC
123,XEM/BTC
124,UTK/BTC
125,RCN/BTC
126,MTN/BTC
127,APPC/BTC
128,WAN/BTC
129,CVC/BTC
130,AST/BTC
131,DCR/BTC
132,SALT/BTC
133,WTC/BTC
134,SNT/BTC
135,GNT/BTC
136,STORJ/BTC
137,KNC/BTC
138,QSP/BTC
139,QASH/BTC
140,SRN/BTC
141,MDS/BTC
142,TOPC/BTC
143,LUN/BTC
144,RDN/BTC
145,DAT/BTC
146,POWR/BTC
147,RPX/BTC
148,SMT/BTC
149,QUN/BTC
150,MTL/BTC
151,ENG/BTC
152,TNT/BTC
153,MCO/BTC
154,LSK/BTC
155,OST/BTC
156,WAVES/BTC
157,DGD/BTC
158,BCD/BTC
159,BCX/BTC
160,SBTC/BTC
161,BTG/BTC
162,BIFI/BTC
163,ADA/ETH
164,IOTA/ETH
165,OMG/ETH
166,STEEM/ETH
167,XMR/ETH
168,XVG/ETH
169,PAI/ETH
170,HT/ETH
171,IOST/ETH
172,BIX/ETH
173,BOX/ETH
174,GXS/ETH
175,ZIL/ETH
176,ONT/ETH
177,LBA/ETH
178,HSR/ETH
179,TRX/ETH
180,VEN/ETH
181,BLZ/ETH
182,EDU/ETH
183,ELA/ETH
184,ELF/ETH
185,ACT/ETH
186,PAY/ETH
187,BTM/ETH
188,DTA/ETH
189,OCN/ETH
190,SOC/ETH
191,YEE/ETH
192,WICC/ETH
193,ABT/ETH
194,DGB/ETH
195,NAS/ETH
196,MANA/ETH
197,THETA/ETH
198,CMT/ETH
199,CTXC/ETH
200,GAS/ETH
201,BAT/ETH
202,STK/ETH
203,KAN/ETH
204,RUFF/ETH
205,XLM/ETH
206,LINK/ETH
207,ZRX/ETH
208,AIDOC/ETH
209,MTX/ETH
210,QTUM/ETH
211,LET/ETH
212,DBC/ETH
213,ADX/ETH
214,SWFTC/ETH
215,BFT/ETH
216,ITC/ETH
217,ICX/ETH
218,EKO/ETH
219,MTN/ETH
220,WAX/ETH
221,GNX/ETH
222,TNB/ETH
223,POLY/ETH
224,ZLA/ETH
225,BTS/ETH
226,KNC/ETH
227,CHAT/ETH
228,SNC/ETH
229,WAN/ETH
230,PROPY/ETH
231,RCN/ETH
232,MEET/ETH
233,UTK/ETH
234,WPR/ETH
235,TOPC/ETH
236,SRN/ETH
237,CVC/ETH
238,SALT/ETH
239,QASH/ETH
240,APPC/ETH
241,DAT/ETH
242,WTC/ETH
243,SMT/ETH
244,QUN/ETH
245,AST/ETH
246,EVX/ETH
247,GNT/ETH
248,MDS/ETH
249,DCR/ETH
250,REQ/ETH
251,QSP/ETH
252,POWR/ETH
253,TNT/ETH
254,RDN/ETH
255,OST/ETH
256,LUN/ETH
257,WAVES/ETH
258,ENG/ETH
259,LSK/ETH
260,MCO/ETH
261,DGD/ETH
262,BCH/HT
263,XRP/HT
264,ETC/HT
265,LTC/HT
266,DASH/HT
267,IOST/HT
268,BCH/BTC
269,EOS/ETH
270,EOS/HT
